start_time,end_time,sentence,filename
2896.300s,2933.800s,"That's actually a really good point even just the the pacing side outside of the whole sweat thing because I hadn't really thought of this one thing and say you mentioned it but you're not going to dry off right and the colder it gets up there the more layers you can To put on just locking in that sweat in there, but also like I feel like a lot of people will jump right out of the gate if they go from the fifth station and be like young the Sprint this first leg of the mountain I'm going to get to the six or seven station like right away and just kind of overdue it there, right?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
2939.100s,2947.400s,"Really really good tips men, you know, it's kind of You and me did that like that video?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
415.300s,434s,"They come over in large groups with friends and families on discounted flights and spend incredible amounts of money on everything from Japanese Cosmetics to Japanese baby Goods, like diapers and everything Japanese food you name it?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\6CCj7wnbLPa6vHdQDx4dNE.json
801.500s,826.600s,I will eventually do an entire piece of content most likely in video form for the Tokyo lens Channel showing just how easy it really is to travel the country without any level of Japanese skill because that is a concern for most people what if I can't speak Japanese and I go into the countryside am I going to be able to communicate am I going?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\6CCj7wnbLPa6vHdQDx4dNE.json
1069s,1074.500s,I often get asked what why did you leave the area of a sucks? I,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\6CCj7wnbLPa6vHdQDx4dNE.json
1130.100s,1132.700s,And what's more is that as we do this?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\6CCj7wnbLPa6vHdQDx4dNE.json
253.200s,256.900s,Is there any way we could still squeeze it on Friday?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\6QAqFN0GuJqIFxxlVEopk9.json
435.900s,442.100s,"No, are you you agreed to like a one truck plan?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\6QAqFN0GuJqIFxxlVEopk9.json
836.600s,843.400s,First night sleeping in the new place is usually filled with which box did I put that in?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\6QAqFN0GuJqIFxxlVEopk9.json
1085.100s,1088.900s,Can you guys have me out?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\6QAqFN0GuJqIFxxlVEopk9.json
242.400s,252.300s,"Like I know it's early and station being crowded is kind of a given in Tokyo, but holy heck are there a lot of people in here right now?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\787d4ZS5xoTr0U8CWAjy7G.json
458.400s,459.600s,"Oh, really?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\787d4ZS5xoTr0U8CWAjy7G.json
576.800s,585s,"Yeah stand like it must be crazy having your peaceful area be turned into just this hub for tourists, right?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\787d4ZS5xoTr0U8CWAjy7G.json
608.900s,611.700s,"No, it kind of changes the place right?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\787d4ZS5xoTr0U8CWAjy7G.json
611.100s,615.600s,"Like I get a lot of like, why did you leave assets?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\787d4ZS5xoTr0U8CWAjy7G.json
690.500s,692s,Right?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\787d4ZS5xoTr0U8CWAjy7G.json
748.100s,755.700s,"It's kind of been a weird thought for me where you know, am I gonna like am I going to contribute to Turning other places in to Kyoto?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\787d4ZS5xoTr0U8CWAjy7G.json
1482.900s,1491.600s,"We're jumping back just a little bit for this story, but it was within the first week and I thought I would grab like some kind of like I was like, you know what?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\787d4ZS5xoTr0U8CWAjy7G.json
905.500s,911.800s,And that decision is do you want to make Japanese friends?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\7AZIsNiIvfXrXAPRXCHHwv.json
911.100s,915.300s,Do you want to make more Western friends?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\7AZIsNiIvfXrXAPRXCHHwv.json
1042.700s,1045.700s,Like why doesn't he want to speak to other Japanese?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\7AZIsNiIvfXrXAPRXCHHwv.json
1045.200s,1048.600s,Why doesn't he want to spend time with other Japanese?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\7AZIsNiIvfXrXAPRXCHHwv.json
1237.500s,1241.600s,Do you want to communicate with everyone in Japan?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\7AZIsNiIvfXrXAPRXCHHwv.json
1402.100s,1409.700s,"If not, you can swing by the local city office and just ask how can I get in touch with my local choke?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\7AZIsNiIvfXrXAPRXCHHwv.json
2506.100s,2507.600s,Do your assignments head?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\7AZIsNiIvfXrXAPRXCHHwv.json
2635.800s,2637.500s,What time do you work?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\7AZIsNiIvfXrXAPRXCHHwv.json
2638s,2641.700s,So so wait you work at noon?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\7AZIsNiIvfXrXAPRXCHHwv.json
2649.400s,2659s,"We finally did meet some people we hung out in a sucks and we just decided that we're going to go around and smile and talk to people and anybody who's like hey, can you take a picture for us?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\7AZIsNiIvfXrXAPRXCHHwv.json
2678.100s,2690.900s,"In fact, I'm still in touch with at least two of the people that we met on that evening, but from what it seems him and I talked again like a week or two later and I was like, yo, did you contact those guys or those?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\7AZIsNiIvfXrXAPRXCHHwv.json
2691.800s,2699.800s,"I think these two guys were like yo, we gotta go drinking and he exchanged info with them and I was like, did you did you contact them? I",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\7AZIsNiIvfXrXAPRXCHHwv.json
2720.200s,2722.500s,What if the whole thing doesn't pay off?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\7AZIsNiIvfXrXAPRXCHHwv.json
114.300s,118.900s,"I finally found a spot that I really liked in that was eaten a sucks, huh?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\7bZTd6GK5E3HZaLirvuo0t.json
308.800s,311.900s,Why did you choose to wear suits instead of kimono?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\7bZTd6GK5E3HZaLirvuo0t.json
404.900s,423.600s,So the idea of becoming a full grown adult and celebrating that by going to Tokyo Disneyland It's something that might be a little odd for some people but it's something that's really really big in Japan like Japanese in case you don't know will celebrate their Are graduations rather than by doing a road trip or crazy travel?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\7bZTd6GK5E3HZaLirvuo0t.json
517.800s,546.500s,"So yeah getting back to the article itself in what has become an annual event in Miyagi iwate Fukushima prefecture Miyagi iwate and Fukushima prefectures, which were hit by the March 11th, 2011 disaster ceremonies or tinged with sadness as the young people remembered their Who perished in the disaster some new adults posed for photos with portraits of deceased classmates?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\7bZTd6GK5E3HZaLirvuo0t.json
585.600s,586.800s,What is it?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\7bZTd6GK5E3HZaLirvuo0t.json
1058.400s,1061.200s,This is part of Japanese culture right?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\7bZTd6GK5E3HZaLirvuo0t.json
1320.300s,1341.300s,"home. I think some of its cultural and other is just family, but ya know one or two more comments here talking about the military side of things and like like this like this right here being considered an adult at 20 is pathetic and like why why is that pathetic?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\7bZTd6GK5E3HZaLirvuo0t.json
1491.500s,1522.300s,"About how Japanese are expected to go a little crazy while they're young but also expected to be prepared to fall in line as they get older and that really got me thinking about Japanese culture and that podcast that I recorded a few weeks ago on is Japan dying not only are the area is changing but the culturally significant things like being an adult means being 20 are changing to things like 18, but what is it to be an adult this?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\7bZTd6GK5E3HZaLirvuo0t.json
26.200s,34.200s,We have covered it before but today we're going to take a Ittle bit of a different approach you see today?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\7I7gPvx5NLAnugPoa5j5qz.json
45.300s,48s,Are we bit of a misnomer?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\7I7gPvx5NLAnugPoa5j5qz.json
205.100s,209.800s,I've talked about things in Tokyo and other parts of Japan what?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\7I7gPvx5NLAnugPoa5j5qz.json
393.400s,396.500s,Where does this I have this one sitting on my desk right now?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\7I7gPvx5NLAnugPoa5j5qz.json
1130.900s,1134.400s,Are you going to start some work for the day?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\7I7gPvx5NLAnugPoa5j5qz.json
1133.900s,1136.500s,And before I do that?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\7I7gPvx5NLAnugPoa5j5qz.json
1141.400s,1152.100s,Can you believe I planned on recording this entire section like this?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\7I7gPvx5NLAnugPoa5j5qz.json
1728.100s,1730.400s,You want to open the description box?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\7I7gPvx5NLAnugPoa5j5qz.json
442.300s,444.300s,When do you clap?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\7vGeycSegrk7D2Y3kA3Vch.json
487.300s,493.200s,Go before they jump into something and a lot of people ask what what what is this category?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\7vGeycSegrk7D2Y3kA3Vch.json
916.100s,927.500s,So that who Style music I like to open up with something that gives the feel of what is this tsugaru or is he starting with Kyoto shamisen?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\7vGeycSegrk7D2Y3kA3Vch.json
965.600s,973.100s,shame. He said I talk about the history and everything like that and my hopes My Hope Is that someday in the near future?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\7vGeycSegrk7D2Y3kA3Vch.json
15.500s,22.300s,"So, let's Dive Right In What's up, you guys?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05qyvfxXHSmWbQCzU2k8RD\0dArZXukEB2ZYitAVtPj5Q.json
36.900s,38.400s,What are we doing?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05qyvfxXHSmWbQCzU2k8RD\0dArZXukEB2ZYitAVtPj5Q.json
37.900s,39.200s,What are we doing?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05qyvfxXHSmWbQCzU2k8RD\0dArZXukEB2ZYitAVtPj5Q.json
226s,232.300s,"And so I feel like We're all the bride of Christ, right?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05qyvfxXHSmWbQCzU2k8RD\0dArZXukEB2ZYitAVtPj5Q.json
323.500s,325.500s,His love is there for us?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05qyvfxXHSmWbQCzU2k8RD\0dArZXukEB2ZYitAVtPj5Q.json
1176.500s,1183.100s,"I don't want to ruin it, but the one dog says to the other A dog like what's the first step of getting over your fear?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05qyvfxXHSmWbQCzU2k8RD\0dArZXukEB2ZYitAVtPj5Q.json
1200.200s,1211.500s,He meets us there and God allows us to not be afraid even if we still are in the physical he meets us with a piece and with his And that just transforms everything?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05qyvfxXHSmWbQCzU2k8RD\0dArZXukEB2ZYitAVtPj5Q.json
147.400s,149.200s,Is it Star Wars?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05rVPAx3zqeqoXGesCuPKj\00S9mLaUbJOQucaoV5x1c8.json
148.800s,153.800s,What gave you Ooh that feeling that you're back in a galaxy far far away what gave you that feeling that?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05rVPAx3zqeqoXGesCuPKj\00S9mLaUbJOQucaoV5x1c8.json
157.200s,158.800s,What was your carbon?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05rVPAx3zqeqoXGesCuPKj\00S9mLaUbJOQucaoV5x1c8.json
331.700s,347s,"They we knew that but to actually see the show and have it look have it be like cinema-quality effects and you know all that if they cut any corners and be like, oh, it feels like Star Wars sort of because ours is always been on the big screen where I'm at, right?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05rVPAx3zqeqoXGesCuPKj\00S9mLaUbJOQucaoV5x1c8.json
527.900s,535.200s,I thought that was such a fantastic living with anxiety and he's a unicorn like constantly like should we self-destruct?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05rVPAx3zqeqoXGesCuPKj\00S9mLaUbJOQucaoV5x1c8.json
548.200s,552.900s,And then we had Carl Weathers who plays grief carga if I'm saying that right?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05rVPAx3zqeqoXGesCuPKj\00S9mLaUbJOQucaoV5x1c8.json
645.300s,649.200s,What did you guys think about the introduction to Mando?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05rVPAx3zqeqoXGesCuPKj\00S9mLaUbJOQucaoV5x1c8.json
648.600s,650.600s,Are we all in on him?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05rVPAx3zqeqoXGesCuPKj\00S9mLaUbJOQucaoV5x1c8.json
806.700s,808.700s,What did you guys think?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05rVPAx3zqeqoXGesCuPKj\00S9mLaUbJOQucaoV5x1c8.json
808.400s,809.600s,Do you guys want a little bit?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05rVPAx3zqeqoXGesCuPKj\00S9mLaUbJOQucaoV5x1c8.json
809.500s,812s,More backstory with him or was that enough?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05rVPAx3zqeqoXGesCuPKj\00S9mLaUbJOQucaoV5x1c8.json
915.200s,920.100s,"You're right and he said no, I don't want your money and he's like come on you earned it, you know what I mean?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05rVPAx3zqeqoXGesCuPKj\00S9mLaUbJOQucaoV5x1c8.json
1004.200s,1007.800s,What do you what do you think about gives them those details?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05rVPAx3zqeqoXGesCuPKj\00S9mLaUbJOQucaoV5x1c8.json
1009s,1011s,"fifty-year-old. That's what you're referring to, right?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05rVPAx3zqeqoXGesCuPKj\00S9mLaUbJOQucaoV5x1c8.json
1071.600s,1076s,What is this thing going to be at the very end and all the Stormtroopers surrounding him?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05rVPAx3zqeqoXGesCuPKj\00S9mLaUbJOQucaoV5x1c8.json
1323.700s,1329.600s,"So I thought that was good to see because he's like, how about a Speeder Bike lands, but something can I why do I have to ride one of these things?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05rVPAx3zqeqoXGesCuPKj\00S9mLaUbJOQucaoV5x1c8.json
1333.300s,1334.600s,What was the next thing?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05rVPAx3zqeqoXGesCuPKj\00S9mLaUbJOQucaoV5x1c8.json
1510s,1512.600s,What did you guys?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05rVPAx3zqeqoXGesCuPKj\00S9mLaUbJOQucaoV5x1c8.json
1575s,1591.900s,We wouldn't get another rewarding moment that happened and I was totally fine with that because it was such a rewarding seen But then what followed is kind of like the big Kaboom what people didn't even want to tweet about because they didn't want to give it up and they are Are entering this room since F?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05rVPAx3zqeqoXGesCuPKj\00S9mLaUbJOQucaoV5x1c8.json
1624.100s,1627.200s,What do we get?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05rVPAx3zqeqoXGesCuPKj\00S9mLaUbJOQucaoV5x1c8.json
1718.500s,1721.700s,"Oh and then I G11 Falls, right?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05rVPAx3zqeqoXGesCuPKj\00S9mLaUbJOQucaoV5x1c8.json
1749.300s,1752s,"If he doesn't do that, I would yet smart, right?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05rVPAx3zqeqoXGesCuPKj\00S9mLaUbJOQucaoV5x1c8.json
1825.400s,1829s,"Yeah, is this going to be related to the for?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05rVPAx3zqeqoXGesCuPKj\00S9mLaUbJOQucaoV5x1c8.json
1862.800s,1866.800s,I forgot the Jedi are like our priests in it right?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05rVPAx3zqeqoXGesCuPKj\00S9mLaUbJOQucaoV5x1c8.json
1878.500s,1881.500s,Also do we know that they have sex to reproduce?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05rVPAx3zqeqoXGesCuPKj\00S9mLaUbJOQucaoV5x1c8.json
1919.300s,1920.900s,So what are we talking about?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05rVPAx3zqeqoXGesCuPKj\00S9mLaUbJOQucaoV5x1c8.json
2005.500s,2009.200s,I was so excited when what's ratio senses care?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05rVPAx3zqeqoXGesCuPKj\00S9mLaUbJOQucaoV5x1c8.json
2306.100s,2308.200s,Was it with the little finger just touches?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05rVPAx3zqeqoXGesCuPKj\00S9mLaUbJOQucaoV5x1c8.json
2330.300s,2332.300s,Do we know how many episodes this season?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05rVPAx3zqeqoXGesCuPKj\00S9mLaUbJOQucaoV5x1c8.json
2347.100s,2352.200s,"So with that being said Christian, where can the fans find you until next week?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05rVPAx3zqeqoXGesCuPKj\00S9mLaUbJOQucaoV5x1c8.json
63.700s,65.100s,What's going on Zia?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05rVPAx3zqeqoXGesCuPKj\07EDouC1svoH13bzsoOU39.json
